id,Last
103806,9374794292129
212304,33236
97148,2873
92129,136
221175,1382210
3715,132
5179,426972
129830,1683
212136,76
214240,11712588657256919203840
70991,10
22691,954437167
156680,179
169665,4
16441,3221225472
105560,17940487875846236
96278,40236947778374784
122489,529
205297,-2
193387,53901978231610688
216555,847462461933
206376,-8250
130356,69
106118,19
53041,-3941
105565,126491966
115229,5
110714,18014192351838548
135695,8
220631,542
104349,8131905838959672320
21124,6950614911868805
110299,-14
20093,113655
135266,27172776169976520
1742,5241
113247,53
224879,461193717895377664
130213,19248832
58094,1285269
12398,439197302
149882,0
146716,3582
63940,1631700
88771,977
224703,328565502016
171444,122053725
65101,130
76804,369600
108018,15596
147405,294075
150368,16652031
49393,645433722
120961,25227
198801,16094572029854987613927297588920320
148501,36
93433,-1355743264723154432
126760,15980133715657680896
51875,67537872487648448
41113,4
52936,4635180326
6432,-25
136344,27015
187882,262109396417385299968
26920,49
5406,80
57893,1054092465413
87195,86267571273
50558,29
120235,40
160366,5862421368245224210432
3874,204
85462,1
171891,1703923
123588,-33
40364,524104
167990,515
197072,-25
23370,10
150658,34225
153517,143
76317,-4373231419583389696
89558,554
175949,155
74263,-269947911699037
80471,36236725
177389,3136
30325,19857
54593,-790195748534
123388,114
212594,582510918999
93585,282
165415,565035927706
153503,24497831
147804,231525580800
160624,4314
51367,63497247
44897,5
111427,47
225181,108
213286,-173
30562,1380872
180152,4339
188474,145841711549413326848
83051,944329549176952
218843,795
116292,264400
201070,15753035865081335808
75723,1543
128860,221213091155537728
43928,83
170803,-1198
7214,220
92353,1454
111960,184657975
109355,29370
165993,178
185365,7621888297186361344
72903,2274511628246825984
4217,282
65416,-194127372
220196,355
47705,0
138272,5471
65188,16915
202209,5131
126402,719
195888,240511504236070016
110252,268
202345,-23
74475,58639515
122466,-13353
94242,8971040792504
121009,1187988435061
55486,-6
142002,0
157666,106298
149249,0
184104,102
86648,2132
40473,353
69358,626947
79383,668
14505,10524
166798,10008
121070,10803725443653852725248
65951,141141448944550352
62911,39265
103223,81
160853,43736
131007,8847831293819921367040
199153,1031223526
225820,278562
69273,85
161779,-17
124141,28012118
101470,-1286368
149195,352
5770,4813
10658,50026
2977,-6140
71855,10
88856,-12373296
64056,25
111842,311
185755,-295
51444,532
94815,227359757660
139484,103
51481,383561
75310,-5941
15870,-73721
184399,52910
168349,1168936
166729,1188101
197971,327
104454,54933
82919,8
92351,135
153049,78298847269015
143683,213
37792,143
171707,-279
168998,-870421
112750,41
43270,82361280199315904
108527,274
100120,162997390
131388,-39
17681,242258
143105,1
199144,130494605892833
197936,-50
105067,-29475125921
43530,92502
147673,21565925248828368
159115,21245
105418,10
82353,53840404
120767,9655048388643045376
70278,573986
210267,30
32178,37822860100
132518,-554153
14970,969869968690677
145258,8117
214361,-3202348
154133,2920309217912098
109485,-14
209283,11585835976450025455616
219185,3160771
154072,4402853699517
198510,-36
188183,33
87261,109
206874,154
169997,116
136182,931036200
125129,1565
93510,361359
25394,8448
105105,283616431
62006,672
200337,1
131367,-79
112774,70782274321
7736,37941757
180431,9363139536357
166021,7121453984059541504
185872,59443848820
82403,134
171262,60
94229,779415220762947
151339,775
9079,76
125644,1
53595,-9509015
6990,8
123060,-16
58845,113
186225,11379821699045018
66042,530953
60629,103090345249
64993,6635248
52092,2089
145306,408135
212654,14084
205217,-6434672440
8722,2484963
156022,1658151735737410
64884,977
112971,-21781
159249,3286225
216887,-170
157262,-84648802016706464
41299,943962
37353,10871635969
56725,54
193698,7
130473,1555851902976
40646,219
187957,6734
124500,3378597307248
221391,12008254925383710
79368,204156
97348,1332114306999997
214045,-67379495366882784
8318,333
58956,2300257521
114825,1941258
226274,-772323063550274
207916,-78
13952,515
149221,-65536
67507,4369
168302,364
120641,1130
73469,272
70683,5475
211960,747
49421,135
153799,61
178644,740
226160,7
100407,1
220099,-436
16492,87
163675,2147483585
194086,7333636069077024768
103354,164
52854,71
26219,14112
98210,1686
199193,-6859
110165,109
153061,8072163096
42869,51314
46059,1904612
198313,-306
145246,-1533
15232,2678
140818,64
97564,201
537,3
131863,2228
217492,-14196
90711,138318646677997568
176785,-56796528
38949,2888
77507,78
54759,68107530653348
193608,4
219053,61763652032509656
80412,75
220029,0
139841,1410642806725272320
101810,167
144523,2
181911,5648462
158602,256466351142283808
78679,125385
93234,7324621
172226,100
16796,179
23762,-567035033228
214144,87381
9167,536938
204818,53486608
78338,886602
131663,573
69810,152
115714,4494354
114203,1050662447078993920
26243,1027612
224800,-501538258085259378688
56547,2052740449948620816384
67728,112
123404,410640
50568,-12
109503,272
70599,-76
141158,77760
133651,367
224034,200291280469622464
11848,3710155684
41271,-3743
196908,1426381
101883,39439823170201232
147376,212529
124940,6
199176,-451
148492,42829
120125,-3637813
93378,19441
14089,2635
88898,2
40327,24
227382,375299968947544
23514,407180608451712192
18661,18
55522,86
96508,26
190982,444
63138,2311
74885,44278
99457,592389470395910656
163954,34030785382318080
111044,8860544
144811,1992645
127956,2
134039,-175
207047,16507758361
186310,171
215485,12703144109029828
4782,4989
227104,82
26373,24
105959,338773801089076928
31866,-11
54610,-6064843020698672
166992,24
93013,97909078672009
55817,10964302285073479680
198290,258265734801297152
134238,1
159367,2432886949465544704
85382,2558566678819
202917,110001230425594672
75964,785
205545,161
204816,2142612801
51902,-3086
160836,314040583692
75615,31315699
120259,1486274058
123472,17037091231
54042,0
99133,28149647662490
106868,203
38091,483876
145154,715827907
3818,407
149142,1680912
144191,133
94892,47147938204
20806,3584
95568,1
186670,16
22477,523
173820,12208882029818
7431,1059999937
133669,13717941521485
142170,286258
46232,13600
58127,162
128635,-231954216
37929,-42
117877,28
74438,161286788
125113,-1
95302,-5
106767,0
119924,5662560013489
159640,43304
25302,20
54857,121992441156885
222473,169213
67751,197
101987,-282429536479
21870,13615721123965366
207674,335
122621,999999999999736704
10357,19073486328125000
187253,248546539031249682432
218054,255
80816,155240705374088
119251,118
154293,326647
170721,60899169248233888
114503,6778308875544
4877,74
100906,2194
6283,4
45289,1
60312,73216061857
58901,5
193879,448
102872,4294
161936,9920539
222186,72
86634,24
113469,681
86094,2
24098,490727064
208893,-4
39037,96076792050570544
155596,1146097
176296,3419
182524,117
3767,4113
112991,8
63053,10897595
103493,36
190968,675
215588,4
126310,2150
148608,9
81149,0
186760,122
19082,276
225727,1659977
50061,25
56993,47
192246,-151028777818
81815,108086391056892000
195166,-28
73721,182
164858,368354644955721
210418,148789840502685696
42496,184477137594073
151302,0
4233,76
126307,4513
11899,90141483296
1984,5750463
183381,87837935936264768
193985,135
220850,213
179405,258864149630
118538,22881649738625
8557,2147483183
6627,163
98095,105216
141841,262
90908,-305942403242
65206,67
209138,468
135137,49146424505031
26282,317
13182,815
106331,157123
161970,1007125795
130837,5
32157,4981
182853,211
162734,1729
141713,25389923169687
36809,2392
108829,8464
43292,122
142635,212717867283
166308,9054704812383
15523,2231
113005,44027
186538,49783
133249,37413
101439,-448728
85571,369
152501,77985663880829173760
101607,70337363118055
196097,-51208503341
159216,2542000046059
96171,100000000000000128
111806,1
150251,2838901
61282,27146273
181011,13642207224428680
196583,223238400
132815,3784743
193365,270
129832,2111206378561451
213052,2707
17407,0
182159,735
84244,-4681573367
193156,1268
108823,8063
156994,242
175521,6412676810729674622220894208
174265,193126342
62127,117
183663,3816711617
100824,96
45291,0
175493,5430758179
222944,2261
208401,1505024463921349120
215820,74
60146,13
152789,926
95023,367
71682,39048047833108
156519,2044
70558,12
91308,87960930212160
154057,16608466017870644
91577,1697
175999,17092790629968
11525,238451164
177172,-395439602583
150528,30782
62806,15199
225617,19
130826,24400809980
125603,641
146284,3
173875,239035050
162913,174
94798,12
85913,1
161466,66571992996
135894,411
16829,151
200942,114
167994,582
100575,47107360592668416
54864,69886425836733
78480,156
66781,1195128
211823,117
194195,1994624593001203456
20905,-37
169995,0
97371,53708797
2806,150
177990,3
227128,7585908572208
17590,5684176394
14501,2566
137368,129
201309,4639
150034,-1114
143197,14
125280,1245
203380,84297224
191464,-4134664341
122214,287535
79527,1036124797
123655,-18
36610,-49204
68051,5181040248
61621,39108
156534,102
159234,-15
147611,164
188027,833
168248,4095
174963,459344
13144,-18
217244,46113691128678
197703,181484256918924544
119394,6792935767460
26950,-41
137525,9891720
163368,1209013371973156864
12363,79
132685,2
160534,399
127302,92
69209,-22
120350,5066
103168,19000895759
172525,63592341765188
155076,-2949137750485954
115043,30
46992,6
14834,414
194792,19735
115661,5580
128053,71366238515473186816
174516,2
140887,534298559293301194752
17897,-17901118
207640,190
162153,-49
107767,93105986
41898,6036468
157087,1462463376025191
224504,10
195635,4279978190
159855,4
1982,494532719179774
148377,54194
11741,-236
180689,-27
50655,644660351425
74595,33707704032
138313,24
93738,3
12397,758
208320,2252
40032,6576658903
59859,125
52021,1219
42575,15
41997,19261848161
36017,14176
64742,3108
221797,12123924127
4319,67566072682449854464
209300,219
204681,3879
140803,106
105556,-56269828640660
149279,1582048049556774400
98018,-4707668
81082,87
160870,1146784
41256,3224666
133976,63
174262,6213
13385,0
54253,84
110784,175072
148762,3477046
36863,1916136
45155,-2309780626
129947,362
10393,70432815989902
95944,162276
40397,2288
215116,142
76009,100765298031261
103981,0
178225,18802829
144962,1430
210568,4294967295
114011,34718512034007138304
77346,11
169224,595721146710429
53010,117249
202400,2
155214,541098242
50609,7
38250,31938
159272,5893
93822,142138
17275,4409886577027055616
172813,94
38408,11900
12813,1124
66452,11475
45405,9
201673,-5354
209226,-10946
8183,-306271
116214,-201
44072,418
4426,144970
204173,460255540932
159833,-6911
70875,59
180687,5452595201
42625,4
144199,1862592
78741,-14556514891464916992
121448,9183681743784
162198,-163732999156986
128162,-32006005802783840
35920,431864596484276
43477,8
90115,1670264149
15060,1444444444441
167611,1524908
177132,-37511891543
185141,6427687275579442
20234,603
758,-37
165814,5
87334,-1983274291
181857,4289907001488292
105653,2
48354,3562275344
120108,471831106564397
61824,-3554468759096
42556,-173369015803944608
59776,6618496777351647232
5890,12
163407,-88
10290,10155995666841604
95537,234
160856,3619356659
5373,279
202284,9437176
47381,2
225386,5167268186
11517,-2701
33759,17549840606
191912,-1049141365892955397685248
163563,3725692284
188735,7
143533,-610
175867,-159
69540,5054
32632,144
212248,860
88000,0
132630,7
172904,31066
137381,53
31700,436
62211,3273125031932751
43134,4
199518,19001
103584,-16
93225,32998546867
86366,270
128112,412
70895,8
101109,3603142982312682496
31521,124658650
32418,54782434
162616,2454267040
60323,159
128262,-195
171698,2185
39214,2670
38872,314359838
80889,-435
60138,-121296
170980,67
52248,1202387349168761344
91986,1193489922044419
200669,361
166047,620
1599,-585
90722,456
216733,29023
176358,5011449544775
29365,1
137580,191555322509
82152,278228071788929974272
218056,21936010530669496
72681,69
120066,745110077
198993,-25
49726,3407906
118852,137088
142428,7
132220,7528356
71462,1597
14265,659689942268758912
82764,214
29937,1376
142527,76
196261,602
171417,37
209712,409
90143,1
59908,189256577703
99673,505447028370153216
25528,65559
87366,-757105806
140396,6
51829,3219
3228,20055319480923201536
63000,1
226046,-235
109255,125
72860,2
42724,389
193686,3653805897941692416
170430,129
114208,3221225440
131267,203
2596,1
17002,4
20359,2
216026,-30
103980,52
76887,635941894192527360
101236,-4
216177,2097152
32441,12706471346
167417,56
137944,-5211
194466,8733099417366452764672
165086,5076498298407
61226,17179898585
104715,6404564678417154
55673,7
203573,14
219938,216
202001,111694959845969
206633,47085
220061,450
208917,17765
54841,1
113246,-10
102877,5
171402,-342
5154,196226318333
14121,2379420388801
218845,76626573150017830912
122568,65277
124690,536569568104
25579,-57
143388,11536
4340,-11
52525,141378114907372272
66901,2165987
70059,121
198253,1295
207134,1129717174896
691,-2
170761,592197066758793
63063,122
221676,324601
41589,249
189478,494
191360,53789260175
213541,3772465
166925,63
159046,95367431640226
48841,2291
167388,244
198324,387356505687099392
103560,-18
70967,2
149733,7352
115387,1367
70588,97516
14004,42
6337,666667938232421888
78137,102
143812,629903119096
12722,6564956891036544
81286,1825
91362,6243
101562,4
16250,15
39561,264
23826,106
141539,43
26859,1498415372
116676,1016743206805569536
134456,3853327696680607744
22947,3348900
88874,1553362450645
118734,139
14378,155
211401,312900381330
35232,473876
190590,15191
171929,501
128198,759695287346
181769,7476396
97952,77
150917,1226622516632769024
79788,307253
159170,59774850828925288
4467,295879692307944576
72814,171096688419716
224904,58367
219254,8
16235,326166312572943
146056,243
193917,5
6021,101
113194,9
85,-26
191162,1935
11197,867542620543495
170925,22360
191122,162093817210654144
16130,673
124251,248597452
208956,-1
29283,-4260827
66996,239148277616
172345,98675
198467,8944394323791265
115198,855023
225526,6766
42680,288519662
142177,-15401
13801,62
51671,16106127361
29352,-6
5408,66107866110
182570,151
86185,1152122
9879,31
199224,0
208249,364272484473515278336
166670,35344
8666,153602013
139638,-13
21145,234
64455,78476684187221472
60110,-200264948
127612,128386288915547296
167429,641839
58771,4272744
41049,12725
122290,299426
203917,-2519872
22722,2123
152622,-15804049480999120
51086,532
206166,49570892247267475456
213790,122
218305,1024695641525349
215571,298019301244502
53465,-213291794759
108671,17
30412,102
163995,17562
189579,16
70666,94790548206810240
76140,234
150813,17
213419,3056
23758,7
71440,38541
52612,694
84134,12
38003,-14
192936,-436
195262,1335
17748,4186977
57697,-308804
110161,4518
45491,-393
109774,9013636
98171,334
93922,55679
26921,4502207934
197411,13
174242,2504730781974
138575,1159529512740
141739,3216
44404,-116144257546602
85051,68938860639
91061,8883294407212976
49680,227657839919317614592
113936,60378837786155
132638,505
31656,5
32656,-3329160895
35671,21
155802,-77
25192,-2076
139543,1258291
154198,122
134827,32148093493963
143025,1250371
187464,33776997205278688
13188,200
140234,1961454250573747200
67156,-12
206118,-56
143382,1398
16007,34
144366,6298400626790858752
18692,46026812845815955456
177025,6205
111727,15710
129449,178
169986,92351335
101038,-5508898
221511,2113414413177317888
7175,-13
190046,378577
21154,30
200292,11439249115439383445504
185470,1336905
125227,3530
207041,1029
36010,-8
148626,230
54299,2529
190334,327
104725,3899
204692,5906
94153,968907008
46800,463
63991,1189
90159,6
211660,-3814
88936,36156156
18177,39102293
217667,148691372270
6106,401
104307,-781
55807,-65495991405567
61827,247665
8079,1668942
26857,375
129738,-273572437
21953,-415
1286,24
147288,26
226365,1048204314401570816
226555,3
5315,13671874999999888
215455,163
135275,355
69351,1
167372,3333
88989,930
60834,-2925125218901032960
49626,1
196383,75047
17293,9
98618,472483
88499,861
42455,160
98893,1673
84945,-1705843839173216
13009,-310882
206919,679
166600,1108961690
18634,1918899084756410
147505,2
177417,1566
24113,5693
121312,3
82182,3387
60783,13860
31296,-44958
104311,1476
34226,82559043550
185032,39
164754,375299968947545
175430,11034
147077,28497237963432856
155522,13750
181443,-24
213808,445
64655,17265131520
61584,-1296
125908,651459224901746
67330,670119307
53217,786273
26452,32
216409,75
104272,50
14531,-1587
185675,384
163212,-2466
41820,4
11180,-3708
36031,685399264180065140736
179888,-43805334
203447,-2180
54076,119
213489,2176
41444,-22347
27172,24374
216355,18214922113013
155494,20952309715
121253,135
140473,21155573719199983337472
63116,8
162144,0
140843,12667263834
26554,28
163495,7412856863
59337,9
121930,-20
211266,-1759
110641,242
119133,13346
152721,528415922498
221473,-204160
187073,65
3965,64011
33519,97597658719
105492,124785
5369,-1828995
221710,1043450
24307,76127354
27990,371
25838,-15
109826,5789
91338,578
179951,0
173439,1632
179081,611894383483
88617,87
113289,521649904
37097,2281860963664941
197259,161
61763,115710107
47584,25007876
1918,921
180580,1396
